COS,ORD,43665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,166713,169446,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,COSORD,COSORD
COS,PHX,43665,1,93119,102486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82650,82650,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,86507,99180,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,5,43660,COSPHX,COSPHX
COS,SAN,43665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128928,151776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,COSSAN,COSSAN
COS,SAT,43665,1,121346,135966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131760,136152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,116960,135966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,COSSAT,COSSAT
CUN,DEN,43665,1,376200,384560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,279391,384790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,376200,384560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,43660,CUNDEN,CUNDEN
CUN,PHL,43665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,337088,338560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CUNPHL,CUNPHL
CUN,STL,43665,1,275724,285660,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,284647,285890,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,278208,285660,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,43660,CUNSTL,CUNSTL
CVG,ATL,43665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67320,67320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,ATLCVG,CVGATL
CVG,DEN,43665,1,198462,198462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,197395,198462,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,189926,198462,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7,5,43660,CVGDEN,CVGDEN
CVG,DFW,43665,1,137228,151032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127484,151032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CVGDFW,CVGDFW
CVG,LAS,43665,1,308936,312294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,269836,301680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,287109,312294,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,5,43660,CVGLAS,CVGLAS
CVG,LAX,43665,1,353400,353400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,337488,352656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,351500,353400,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7,5,43660,CVGLAX,CVGLAX
CVG,LGA,43665,1,108810,108810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,108810,108810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105885,108810,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,7,5,43660,CVGLGA,CVGLGA
CVG,MCO,43665,1,139675,140430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173811,174570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,138165,140430,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7,5,43660,CVGMCO,CVGMCO
CVG,MSP,43665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73308,89400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CVGMSP,CVGMSP
CVG,PHL,43665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115596,116610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CVGPHL,CVGPHL
CVG,PHX,43665,1,290265,291834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,361977,360410,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,291834,291834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,43660,CVGPHX,CVGPHX
CVG,RDU,43665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56304,58650,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,43660,CVGRDU,CVGRDU
CVG,RSW,43665,1,201062,201940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154350,158760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,200184,201940,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,7,5,43660,CVGRSW,CVGRSW
